nm,catégorie,nf,epicene,proper_noun,m_suffix,f_suffix
grandvallier,Nm,grandvallière,0,0,True,True
Grandvalois,Nm,Grandvaloise,0,1,True,True
Grandvellais,Nm,Grandvellaise,0,1,True,True
Grandvellois,Nm,Grandvelloise,0,1,True,True
Grandvertois,Nm,Grandvertoise,0,1,True,True
Grandvillais,Nm,Grandvillaise,0,1,True,True
Grandvillois,Nm,Grandvilloise,0,1,True,True
Granettois,Nm,Granettoise,0,1,True,True
Granfontain,Nm,Granfontaine,0,1,True,True
Grangeais,Nm,Grangeaise,0,1,True,True
Grangeard,Nm,Grangearde,0,1,True,True
Grangeois,Nm,Grangeoise,0,1,True,True
Grangermontois,Nm,Grangermontoise,0,1,True,True
grangier,Nm,grangière,0,0,True,True
Granguais,Nm,Granguaise,0,1,True,True
Granierain,Nm,Granieraine,0,1,True,True
granitier,Nm,granitière,0,0,True,True
Granois,Nm,Granoise,0,1,True,True
Gransois,Nm,Gransoise,0,1,True,True
Granvillais,Nm,Granvillaise,0,1,True,True
Graonnais,Nm,Graonnaise,0,1,True,True
Grapfontainois,Nm,Grapfontainoise,0,1,True,True
graphiateur,Nm,graphiateuse;graphiatrice,0,0,True,True
graphicien,Nm,graphicienne,0,0,True,True
graphiste,Nm,graphiste,1,0,True,True
grappillard,Nm,grappillarde,0,0,True,True
grappilleur,Nm,grappilleuse,0,0,True,True
Grassendorfois,Nm,Grassendorfoise,0,1,True,True
grasseyeur,Nm,grasseyeur,1,0,True,False
Grassois,Nm,Grassoise,0,1,True,True
Grateloupais,Nm,Grateloupaise,0,1,True,True
Gratenois,Nm,Gratenoise,0,1,True,True
Gratentourois,Nm,Gratentouroise,0,1,True,True
Gratiennois,Nm,Gratiennoise,0,1,True,True
Gratienois,Nm,Gratienoise,0,1,True,True
Gratotais,Nm,Gratotaise,0,1,True,True
gratte-papier,Nm,gratte-papier,1,0,True,False
Grattepanchois,Nm,Grattepanchoise,0,1,True,True
Gratycien,Nm,Gratycienne,0,1,True,True
Graulhetois,Nm,Graulhetoise,0,1,True,True
Grautois,Nm,Grautoise,0,1,True,True
Gravalois,Nm,Gravaloise,0,1,True,True
Gravalon,Nm,Gravalonne,0,1,True,True
gravatier,Nm,gravatière,0,0,True,True
Gravelais,Nm,Gravelaise,0,1,True,True
Gravelinois,Nm,Gravelinoise,0,1,True,True
Gravenchonnais,Nm,Gravenchonnaise,0,1,True,True
Graverois,Nm,Graveroise,0,1,True,True
Gravesonnais,Nm,Gravesonnaise,0,1,True,True
gravettien,Nm,gravettienne,0,0,True,True
graveur,Nm,graveuse,0,0,True,True
Gravièrois,Nm,Gravièroise,0,1,True,True
Gravignois,Nm,Gravignoise,0,1,True,True
gravillonneur,Nm,gravillonneuse,0,0,True,True
Gravois,Nm,Gravoise,0,1,True,True
Gravonais,Nm,Gravonaise,0,1,True,True
Gray-la-Villois,Nm,Gray-la-Villoise,0,1,True,True
Grayanais,Nm,Grayanaise,0,1,True,True
Graylois,Nm,Grayloise,0,1,True,True
Grazacais,Nm,Grazacaise,0,1,True,True
Grazacois,Nm,Grazacoise,0,1,True,True
gréciste,Nm,gréciste,1,0,True,True
gredin,Nm,gredine,0,0,True,True
Greffeillois,Nm,Greffeilloise,0,1,True,True
greffeur,Nm,greffeuse,0,0,True,True
greffier,Nm,greffière,0,0,True,True
Grégorien,Nm,Grégorienne,0,1,True,True
Gréhaignois,Nm,Gréhaignoise,0,1,True,True
Grémonvillais,Nm,Grémonvillaise,0,1,True,True
Grenadain,Nm,Grenadaine,0,1,True,True
Grenadien,Nm,Grenadienne,0,1,True,True
grenadien,Nm,grenadienne,0,0,True,True
grenadier,Nm,grenadière,0,0,True,True
Grenadin,Nm,Grenadine,0,1,True,True
grenadin,Nm,grenadine,0,0,True,True
Grenadois,Nm,Grenadoise,0,1,True,True
Grenaisien,Nm,Grenaisienne,0,1,True,True
Grenantais,Nm,Grenantaise,0,1,True,True
Grenaysien,Nm,Grenaysienne,0,1,True,True
Grendelbruchois,Nm,Grendelbruchoise,0,1,True,True
Grenérien,Nm,Grenérienne,0,1,True,True
grenetier,Nm,grenetière,0,0,True,True
greneur,Nm,greneuse,0,0,True,True
Grénevillois,Nm,Grénevilloise,0,1,True,True
Grenoblois,Nm,Grenobloise,0,1,True,True
grenoblois,Nm,grenobloise,0,0,True,True
Grenoillais,Nm,Grenoillaise,0,1,True,True
Grenoisien,Nm,Grenoisienne,0,1,True,True
Grenouillard,Nm,Grenouillarde,0,1,True,True
grenouilleur,Nm,grenouilleuse,0,0,True,True
Grenthevillois,Nm,Grenthevilloise,0,1,True,True
Gréolois,Nm,Gréoloise,0,1,True,True
Grépiacois,Nm,Grépiacoise,0,1,True,True
Grésain,Nm,Grésaine,0,1,True,True
Grésilien,Nm,Grésilienne,0,1,True,True
grésilleur,Nm,grésilleuse,0,0,True,True
Grésillon,Nm,Grésillonne,0,1,True,True
Grésinois,Nm,Grésinoise,0,1,True,True
Grésonard,Nm,Grésonarde,0,1,True,True
Gresseyais,Nm,Gresseyaise,0,1,True,True
Gressois,Nm,Gressoise,0,1,True,True
Gresswillerois,Nm,Gresswilleroise,0,1,True,True
Gretzois,Nm,Gretzoise,0,1,True,True
Grévillais,Nm,Grévillaise,0,1,True,True
Grevillon,Nm,Grevillonne,0,1,True,True
gréviste,Nm,gréviste,1,0,True,True
Grez-Neuvillois,Nm,Grez-Neuvilloise,0,1,True,True
Grézacais,Nm,Grézacaise,0,1,True,True
Grézelaire,Nm,Grézelaire,1,1,True,True
Grezelois,Nm,Grezeloise,0,1,True,True
Grézianais,Nm,Grézianaise,0,1,True,True
Grézien,Nm,Grézienne,0,1,True,True
Grézillacais,Nm,Grézillacaise,0,1,True,True
Grézillois,Nm,Grézilloise,0,1,True,True
Grézillon,Nm,Grézillonne,0,1,True,True
Grézois,Nm,Grézoise,0,1,True,True
Grézolois,Nm,Grézoloise,0,1,True,True
gribouilleur,Nm,gribouilleuse,0,0,True,True
Griesbachois,Nm,Griesbachoise,0,1,True,True
Griesheimois,Nm,Griesheimoise,0,1,True,True
Griesois,Nm,Griesoise,0,1,True,True
griffon,Nm,griffonne,0,0,True,True
griffonneur,Nm,griffonneuse,0,0,True,True
Grignanais,Nm,Grignanaise,0,1,True,True
Grigneusevillais,Nm,Grigneusevillaise,0,1,True,True
Grignois,Nm,Grignoise,0,1,True,True
Grignolais,Nm,Grignolaise,0,1,True,True
Grignonais,Nm,Grignonaise,0,1,True,True
grignoteur,Nm,grignoteuse,0,0,True,True
Grigonnaisien,Nm,Grigonnaisienne,0,1,True,True
Grillonnais,Nm,Grillonnaise,0,1,True,True
grimacier,Nm,grimacière,0,0,True,True
Grimaldin,Nm,Grimaldine,0,1,True,True
Grimaudois,Nm,Grimaudoise,0,1,True,True
Grimbaldien,Nm,Grimbaldienne,0,1,True,True
Grimbergeois,Nm,Grimbergeoise,0,1,True,True
Grimbosquais,Nm,Grimbosquaise,0,1,True,True
Grimonvillois,Nm,Grimonvilloise,0,1,True,True
Grimoultais,Nm,Grimoultaise,0,1,True,True
grimpeur,Nm,grimpeuse,0,0,True,True
grimpion,Nm,grimpionne,0,0,True,True
grincheux,Nm,grincheuse,0,0,False,True
Grincourtois,Nm,Grincourtoise,0,1,True,True
Griphorien,Nm,Griphorienne,0,1,True,True
Gripportois,Nm,Gripportoise,0,1,True,True
Grisellois,Nm,Griselloise,0,1,True,True
Grisollais,Nm,Grisollaise,0,1,True,True
Grisollois,Nm,Grisolloise,0,1,True,True
Grison,Nm,Grisonne,0,1,True,True
grison,Nm,grisonne,0,0,True,True
Grisylien,Nm,Grisylienne,0,1,True,True
Grisyssolien,Nm,Grisyssolienne,0,1,True,True
griveleur,Nm,griveleuse,0,0,True,True
griveleux,Nm,griveleuse,0,0,False,True
Grivois,Nm,Grivoise,0,1,True,True
grivois,Nm,grivoise,0,0,True,True
groenlandais,Nm,groenlandaise,0,0,True,True
Groffliérois,Nm,Groffliéroise,0,1,True,True
grogneur,Nm,grogneuse,0,0,True,True
grognon,Nm,grognonne,0,0,True,True
Grohannais,Nm,Grohannaise,0,1,True,True
Groisien,Nm,Groisienne,0,1,True,True
Groisilien,Nm,Groisilienne,0,1,True,True
Groisillon,Nm,Groisillonne,0,1,True,True
Groléjacois,Nm,Groléjacoise,0,1,True,True
Grondais,Nm,Grondaise,0,1,True,True
Gronois,Nm,Gronoise,0,1,True,True
Gros-Chastagnier,Nm,Gros-Chastagnière,0,1,True,True
Gros-Faytois,Nm,Gros-Faytoise,0,1,True,True
Gros-Mornais,Nm,Gros-Mornaise,0,1,True,True
Gros-Theillais,Nm,Gros-Theillaise,0,1,True,True
Grosageois,Nm,Grosageoise,0,1,True,True
Grosboisien,Nm,Grosboisienne,0,1,True,True
Grosbreuillois,Nm,Grosbreuilloise,0,1,True,True
Groslaysien,Nm,Groslaysienne,0,1,True,True
Grosmagnien,Nm,Grosmagnienne,0,1,True,True
Grosnois,Nm,Grosnoise,0,1,True,True
Grospierrois,Nm,Grospierroise,0,1,True,True
Grosrouvrois,Nm,Grosrouvroise,0,1,True,True
Grossetais,Nm,Grossetaise,0,1,True,True
grossiste,Nm,grossiste,1,0,True,True
Grossitain,Nm,Grossitaine,0,1,True,True
Grossouvrois,Nm,Grossouvroise,0,1,True,True
Grosvillais,Nm,Grosvillaise,0,1,True,True
Grouchois,Nm,Grouchoise,0,1,True,True
grouleur,Nm,grouleuse,0,0,True,True
groupiste,Nm,groupiste,1,0,True,True
Grozonnais,Nm,Grozonnaise,0,1,True,True
Gruaulais,Nm,Gruaulaise,0,1,True,True
Gruchetain,Nm,Gruchetaine,0,1,True,True
Grugeois,Nm,Grugeoise,0,1,True,True
grugeur,Nm,grugeuse;grugeur,0,0,True,False
Gruissanais,Nm,Gruissanaise,0,1,True,True
Grumesnilois,Nm,Grumesniloise,0,1,True,True
Grundvillergeois,Nm,Grundvillergeoise,0,1,True,True
Grunien,Nm,Grunienne,0,1,True,True
Grunois,Nm,Grunoise,0,1,True,True
Grupontois,Nm,Grupontoise,0,1,True,True
Grusellois,Nm,Gruselloise,0,1,True,True
Grusonnois,Nm,Grusonnoise,0,1,True,True
Grussenheimois,Nm,Grussenheimoise,0,1,True,True
grutier,Nm,grutière,0,0,True,True
Grysélien,Nm,Grysélienne,0,1,True,True
Guagnais,Nm,Guagnaise,0,1,True,True
Guainvillois,Nm,Guainvilloise,0,1,True,True
Guarbecquois,Nm,Guarbecquoise,0,1,True,True
Guatais,Nm,Guataise,0,1,True,True
Guchanais,Nm,Guchanaise,0,1,True,True
Guchenois,Nm,Guchenoise,0,1,True,True
gudard,Nm,gudarde,0,0,True,True
Gudassois,Nm,Gudassoise,0,1,True,True
Gudmontais,Nm,Gudmontaise,0,1,True,True
Guebenhousois,Nm,Guebenhousoise,0,1,True,True
Gueberschwihrois,Nm,Gueberschwihroise,0,1,True,True
Guebwillerois,Nm,Guebwilleroise,0,1,True,True
Guécélardais,Nm,Guécélardaise,0,1,True,True
Guedaniellissois,Nm,Guedaniellissoise,0,1,True,True
guedin,Nm,guedin,1,0,True,False
Guédon,Nm,Guédonne,0,1,True,True
Guégonnais,Nm,Guégonnaise,0,1,True,True
Guéhennotais,Nm,Guéhennotaise,0,1,True,True
Gueldrois,Nm,Gueldroise,0,1,True,True
Gueltasien,Nm,Gueltasienne,0,1,True,True
Guémenois,Nm,Guémenoise,0,1,True,True
Guempois,Nm,Guempoise,0,1,True,True
Guénangeois,Nm,Guénangeoise,0,1,True,True
Guengatais,Nm,Guengataise,0,1,True,True
Guéninois,Nm,Guéninoise,0,1,True,True
Guennois,Nm,Guennoise,0,1,True,True
Guenrocois,Nm,Guenrocoise,0,1,True,True
guépard,Nm,guéparde,0,0,True,True
Guépien,Nm,Guépienne,0,1,True,True
guêpier,Nm,guêpière,0,0,True,True
Guérandais,Nm,Guérandaise,0,1,True,True
Guérardais,Nm,Guérardaise,0,1,True,True
Guerchais,Nm,Guerchaise,0,1,True,True
Guerchevillois,Nm,Guerchevilloise,0,1,True,True
Guerchois,Nm,Guerchoise,0,1,True,True
Guerchycois,Nm,Guerchycoise,0,1,True,True
Guéricien,Nm,Guéricienne,0,1,True,True
Guérignois,Nm,Guérignoise,0,1,True,True
guérillériste,Nm,guérillériste,1,0,True,True
Guerinais,Nm,Guerinaise,0,1,True,True
Guérinois,Nm,Guérinoise,0,1,True,True
guérisseur,Nm,guérisseuse,0,0,True,True
Guerlesquinais,Nm,Guerlesquinaise,0,1,True,True
Guermantais,Nm,Guermantaise,0,1,True,True
Guernerin,Nm,Guernerine,0,1,True,True
Guernésiais,Nm,Guernésiaise,0,1,True,True
Guernois,Nm,Guernoise,0,1,True,True
Guernotais,Nm,Guernotaise,0,1,True,True
Guernysien,Nm,Guernysienne,0,1,True,True
Guérois,Nm,Guéroise,0,1,True,True
Guéronais,Nm,Guéronaise,0,1,True,True
Guérouldois,Nm,Guérouldoise,0,1,True,True
Guerpontois,Nm,Guerpontoise,0,1,True,True
Guerreausien,Nm,Guerreausienne,0,1,True,True
guerrier,Nm,guerrière,0,0,True,True
Guertingeois,Nm,Guertingeoise,0,1,True,True
Guervillois,Nm,Guervilloise,0,1,True,True
guesdiste,Nm,guesdiste,1,0,True,True
Guesninois,Nm,Guesninoise,0,1,True,True
Guesnois,Nm,Guesnoise,0,1,True,True
guêtrier,Nm,guêtrière,0,0,True,True
guetteur,Nm,guetteuse,0,0,True,True
Gueugnonnais,Nm,Gueugnonnaise,0,1,True,True
gueulard,Nm,gueularde,0,0,True,True
Gueurais,Nm,Gueuraise,0,1,True,True
gueusard,Nm,gueusarde,0,0,True,True
Gueutevillais,Nm,Gueutevillaise,0,1,True,True
gueux,Nm,gueuse,0,0,False,True
Gueuxien,Nm,Gueuxienne,0,1,True,True
Guewenheimois,Nm,Guewenheimoise,0,1,True,True
Gueytidois,Nm,Gueytidoise,0,1,True,True
Guibertin,Nm,Guibertine,0,1,True,True
Guibevillois,Nm,Guibevilloise,0,1,True,True
Guichainvillais,Nm,Guichainvillaise,0,1,True,True
Guichenais,Nm,Guichenaise,0,1,True,True
guichetier,Nm,guichetière,0,0,True,True
Guiclanais,Nm,Guiclanaise,0,1,True,True
Guidélois,Nm,Guidéloise,0,1,True,True
Guierchois,Nm,Guierchoise,0,1,True,True
Guiérois,Nm,Guiéroise,0,1,True,True
Guignecourtois,Nm,Guignecourtoise,0,1,True,True
Guignemicourtois,Nm,Guignemicourtoise,0,1,True,True
Guignennais,Nm,Guignennaise,0,1,True,True
Guignevillois,Nm,Guignevilloise,0,1,True,True
Guignicourtois,Nm,Guignicourtoise,0,1,True,True
Guignisien,Nm,Guignisienne,0,1,True,True
Guignois,Nm,Guignoise,0,1,True,True
guignoleux,Nm,guignoleuse,0,0,False,True
Guilbervillais,Nm,Guilbervillaise,0,1,True,True
Guilerien,Nm,Guilerienne,0,1,True,True
Guilérien,Nm,Guilérienne,0,1,True,True
Guilherandais-Grangeois,Nm,Guilherandaise-Grangeoise,0,1,True,True
Guillacais,Nm,Guillacaise,0,1,True,True
Guillacois,Nm,Guillacoise,0,1,True,True
Guillaucourtois,Nm,Guillaucourtoise,0,1,True,True
Guillaumois,Nm,Guillaumoise,0,1,True,True
Guillemontois,Nm,Guillemontoise,0,1,True,True
Guillerois,Nm,Guilleroise,0,1,True,True
Guillervallois,Nm,Guillervalloise,0,1,True,True
Guillestrin,Nm,Guillestrine,0,1,True,True
Guillestrois,Nm,Guillestroise,0,1,True,True
Guillevillois,Nm,Guillevilloise,0,1,True,True
Guilliérois,Nm,Guilliéroise,0,1,True,True
Guilligomarchois,Nm,Guilligomarchoise,0,1,True,True
guillocheur,Nm,guillocheuse,0,0,True,True
Guillonais,Nm,Guillonaise,0,1,True,True
Guillonnais,Nm,Guillonnaise,0,1,True,True
Guillonvillois,Nm,Guillonvilloise,0,1,True,True
Guillossais,Nm,Guillossaise,0,1,True,True
Guillylois,Nm,Guillyloise,0,1,True,True
Guilmécourtois,Nm,Guilmécourtoise,0,1,True,True
Guimaëcois,Nm,Guimaëcoise,0,1,True,True
Guimilien,Nm,Guimilienne,0,1,True,True
guimpier,Nm,guimpière,0,0,True,True
guindailleur,Nm,guindailleuse,0,0,True,True
Guindrecourtois,Nm,Guindrecourtoise,0,1,True,True
Guinecourtois,Nm,Guinecourtoise,0,1,True,True
Guingampais,Nm,Guingampaise,0,1,True,True
Guinglangeois,Nm,Guinglangeoise,0,1,True,True
Guinguenoualais,Nm,Guinguenoualaise,0,1,True,True
Guinguettois,Nm,Guinguettoise,0,1,True,True
Guînois,Nm,Guînoise,0,1,True,True
Guipavasien,Nm,Guipavasienne,0,1,True,True
Guipelois,Nm,Guipeloise,0,1,True,True
Guipronvélois,Nm,Guipronvéloise,0,1,True,True
Guirschois,Nm,Guirschoise,0,1,True,True
Guisard,Nm,Guisarde,0,1,True,True
guisard,Nm,guisarde,0,0,True,True
Guisenois,Nm,Guisenoise,0,1,True,True
Guisitien,Nm,Guisitienne,0,1,True,True
Guislanais,Nm,Guislanaise,0,1,True,True
Guissénien,Nm,Guissénienne,0,1,True,True
Guitalensois,Nm,Guitalensoise,0,1,True,True
guitariste,Nm,guitariste,1,0,True,True
Guitrancourtois,Nm,Guitrancourtoise,0,1,True,True
Guiziérois,Nm,Guiziéroise,0,1,True,True
Gujanais,Nm,Gujanaise,0,1,True,True
güleniste,Nm,güleniste,1,0,True,True
Gumbrechtshoffenois,Nm,Gumbrechtshoffenoise,0,1,True,True
Gumianais,Nm,Gumianaise,0,1,True,True
Gumièrois,Nm,Gumièroise,0,1,True,True
Gumontois,Nm,Gumontoise,0,1,True,True
Gundershoffenois,Nm,Gundershoffenoise,0,1,True,True
Gundolsheimois,Nm,Gundolsheimoise,0,1,True,True
Gungwillerois,Nm,Gungwilleroise,0,1,True,True
Gunsbachois,Nm,Gunsbachoise,0,1,True,True
Gunstettois,Nm,Gunstettoise,0,1,True,True
Guntzvillerois,Nm,Guntzvilleroise,0,1,True,True
Gupiais,Nm,Gupiaise,0,1,True,True
Guranais,Nm,Guranaise,0,1,True,True
Gurateois,Nm,Gurateoise,0,1,True,True
Gurcyssois,Nm,Gurcyssoise,0,1,True,True
Gurgycois,Nm,Gurgycoise,0,1,True,True
Gurmençonais,Nm,Gurmençonaise,0,1,True,True
Gurunhuellois,Nm,Gurunhuelloise,0,1,True,True
Gussignien,Nm,Gussignienne,0,1,True,True
Guyanais,Nm,Guyanaise,0,1,True,True
guyanais,Nm,guyanaise,0,0,True,True
Guyancourtois,Nm,Guyancourtoise,0,1,True,True
Guyanien,Nm,Guyanienne,0,1,True,True
guyanien,Nm,guyanienne,0,0,True,True
Guyencourtois,Nm,Guyencourtoise,0,1,True,True
Guyomardais,Nm,Guyomardaise,0,1,True,True
Guyon,Nm,Guyonne,0,1,True,True
Guyonnais,Nm,Guyonnaise,0,1,True,True
Guyonvellois,Nm,Guyonvelloise,0,1,True,True
Guzarguois,Nm,Guzarguoise,0,1,True,True
Gyacomois,Nm,Gyacomoise,0,1,True,True
Gylois,Nm,Gyloise,0,1,True,True
gymnasien,Nm,gymnasienne,0,0,True,True
gymnophobe,Nm,gymnophobe,1,0,True,True
Gynépolitain,Nm,Gynépolitaine,0,1,True,True
Gynois,Nm,Gynoise,0,1,True,True
Gyssois,Nm,Gyssoise,0,1,True,True
Habarcquois,Nm,Habarcquoise,0,1,True,True
Habassais,Nm,Habassaise,0,1,True,True
Habaysien,Nm,Habaysienne,0,1,True,True
habilleur,Nm,habilleuse,0,0,True,True
Habissois,Nm,Habissoise,0,1,True,True
habitant,Nm,habitante,0,0,True,True
Hablainvillois,Nm,Hablainvilloise,0,1,True,True
hâbleur,Nm,hâbleuse,0,0,True,True
Habsheimois,Nm,Habsheimoise,0,1,True,True
Haccourtois,Nm,Haccourtoise,0,1,True,True
hacheur,Nm,hacheuse,0,0,True,True
Hachois,Nm,Hachoise,0,1,True,True
hacktiviste,Nm,hacktiviste,1,0,True,True
Hacquegnien,Nm,Hacquegnienne,0,1,True,True
Hacquevillais,Nm,Hacquevillaise,0,1,True,True
Hadolais,Nm,Hadolaise,0,1,True,True
Haegenois,Nm,Haegenoise,0,1,True,True
Hagécurtien,Nm,Hagécurtienne,0,1,True,True
Hagenthalois,Nm,Hagenthaloise,0,1,True,True
Hageois,Nm,Hageoise,0,1,True,True
Hagetmautien,Nm,Hagetmautienne,0,1,True,True
Hagondangeois,Nm,Hagondangeoise,0,1,True,True
Hagonien,Nm,Hagonienne,0,1,True,True
Haguenois,Nm,Haguenoise,0,1,True,True
Haguenovien,Nm,Haguenovienne,0,1,True,True
Haidulfois,Nm,Haidulfoise,0,1,True,True
Haien,Nm,Haienne,0,1,True,True
haïkiste,Nm,haïkiste,1,0,True,True
Haillanais,Nm,Haillanaise,0,1,True,True
Haillicourtois,Nm,Haillicourtoise,0,1,True,True
Haillois,Nm,Hailloise,0,1,True,True
haillonneux,Nm,haillonneuse,0,0,False,True
Haillotois,Nm,Haillotoise,0,1,True,True
Haimpsois,Nm,Haimpsoise,0,1,True,True
Haimsois,Nm,Haimsoise,0,1,True,True
Haininois,Nm,Haininoise,0,1,True,True
Hainois,Nm,Hainoise,0,1,True,True
Haironvillois,Nm,Haironvilloise,0,1,True,True
Haisnois,Nm,Haisnoise,0,1,True,True
haïsseur,Nm,haïsseuse,0,0,True,True
Haïtien,Nm,Haïtienne,0,1,True,True
haïtien,Nm,haïtienne,0,0,True,True
Halanzinois,Nm,Halanzinoise,0,1,True,True
haleur,Nm,haleuse,0,0,True,True
Halinghenois,Nm,Halinghenoise,0,1,True,True
Hallebardier,Nm,Hallebardière,0,1,True,True
hallebardier,Nm,hallebardière,0,0,True,True
Hallencourtois,Nm,Hallencourtoise,0,1,True,True
Hallennois,Nm,Hallennoise,0,1,True,True
Hallignicourtois,Nm,Hallignicourtoise,0,1,True,True
Hallinois,Nm,Hallinoise,0,1,True,True
Hallivillerois,Nm,Hallivilleroise,0,1,True,True
Hallois,Nm,Halloise,0,1,True,True
Hallonien,Nm,Hallonienne,0,1,True,True
Hallotérien,Nm,Hallotérienne,0,1,True,True
Halluinois,Nm,Halluinoise,0,1,True,True
Halmasien,Nm,Halmasienne,0,1,True,True
Halouzien,Nm,Halouzienne,0,1,True,True
Haltinnois,Nm,Haltinnoise,0,1,True,True
Ham-Nalinnois,Nm,Ham-Nalinnoise,0,1,True,True
Hamarois,Nm,Hamaroise,0,1,True,True
Hambachois,Nm,Hambachoise,0,1,True,True
Hambion,Nm,Hambionne,0,1,True,True
Hamblinois,Nm,Hamblinoise,0,1,True,True
hambourgeois,Nm,hambourgeoise,0,0,True,True
Hambyon,Nm,Hambyonne,0,1,True,True
Hamelincourtois,Nm,Hamelincourtoise,0,1,True,True
Hamelinois,Nm,Hamelinoise,0,1,True,True
Hamelois,Nm,Hameloise,0,1,True,True
Hames-Boucrois,Nm,Hames-Boucroise,0,1,True,True
Hameton,Nm,Hametonne,0,1,True,True
Hamme-Millois,Nm,Hamme-Milloise,0,1,True,True
Hamoirien,Nm,Hamoirienne,0,1,True,True
Hamois,Nm,Hamoise,0,1,True,True
Hamoisien,Nm,Hamoisienne,0,1,True,True
Hamonvillois,Nm,Hamonvilloise,0,1,True,True
Hampignois,Nm,Hampignoise,0,1,True,True
Hanchois,Nm,Hanchoise,0,1,True,True
Hancois,Nm,Hancoise,0,1,True,True
handballeur,Nm,handballeuse,0,0,True,True
handicapeur,Nm,handicapeuse,0,0,True,True
Handschuheimois,Nm,Handschuheimoise,0,1,True,True
Hangenbietenois,Nm,Hangenbietenoise,0,1,True,True
Hangestois,Nm,Hangestoise,0,1,True,True
Hangvillerois,Nm,Hangvilleroise,0,1,True,True
Hannappien,Nm,Hannappienne,0,1,True,True
Hannêchois,Nm,Hannêchoise,0,1,True,True
Hannognais,Nm,Hannognaise,0,1,True,True
Hannutois,Nm,Hannutoise,0,1,True,True
Hanois,Nm,Hanoise,0,1,True,True
Hanouardais,Nm,Hanouardaise,0,1,True,True
hanovrien,Nm,hanovrienne,0,0,True,True
Hanretois,Nm,Hanretoise,0,1,True,True
hansénien,Nm,hansénienne,0,0,True,True
Hantayeur,Nm,Hantayeuse,0,1,True,True
hanteur,Nm,hanteuse,0,0,True,True
Hantois,Nm,Hantoise,0,1,True,True
Hanvecois,Nm,Hanvecoise,0,1,True,True
Hanzinellois,Nm,Hanzinelloise,0,1,True,True
Hanzinnois,Nm,Hanzinnoise,0,1,True,True
Haplincourtois,Nm,Haplincourtoise,0,1,True,True
Happonvillérien,Nm,Happonvillérienne,0,1,True,True
Haramontois,Nm,Haramontoise,0,1,True,True
harangueur,Nm,harangueuse,0,0,True,True
Haraucourtois,Nm,Haraucourtoise,0,1,True,True
Haravillois,Nm,Haravilloise,0,1,True,True
Harboisien,Nm,Harboisienne,0,1,True,True
Harcanvillais,Nm,Harcanvillaise,0,1,True,True
harceleur,Nm,harceleuse,0,0,True,True
Harchésien,Nm,Harchésienne,0,1,True,True
Harcourtois,Nm,Harcourtoise,0,1,True,True
Hardangeois,Nm,Hardangeoise,0,1,True,True
Hardecourtois,Nm,Hardecourtoise,0,1,True,True
Hardencourtois,Nm,Hardencourtoise,0,1,True,True
hardeur,Nm,hardeuse,0,0,True,True
Hardifortois,Nm,Hardifortoise,0,1,True,True
Hardinghinois,Nm,Hardinghinoise,0,1,True,True
Hardinvastais,Nm,Hardinvastaise,0,1,True,True
Hardivillois,Nm,Hardivilloise,0,1,True,True
Hardricourtois,Nm,Hardricourtoise,0,1,True,True
Harengérois,Nm,Harengéroise,0,1,True,True
harenguier,Nm,harenguière,0,0,True,True
Harenois,Nm,Harenoise,0,1,True,True
Harfleurais,Nm,Harfleuraise,0,1,True,True
Harfleurtois,Nm,Harfleurtoise,0,1,True,True
Hargartenois,Nm,Hargartenoise,0,1,True,True
Hargevillois,Nm,Hargevilloise,0,1,True,True
Hargicourtois,Nm,Hargicourtoise,0,1,True,True
Hargimontois,Nm,Hargimontoise,0,1,True,True
Hargniesien,Nm,Hargniesienne,0,1,True,True
Harkais,Nm,Harkaise,0,1,True,True
Harlysien,Nm,Harlysienne,0,1,True,True
Harmignien,Nm,Harmignienne,0,1,True,True
harmonicien,Nm,harmonicienne,0,0,True,True
harmoniciste,Nm,harmoniciste,1,0,True,True
harmonisateur,Nm,harmonisatrice,0,0,True,True
harnacheur,Nm,harnacheuse,0,0,True,True
Harnésien,Nm,Harnésienne,0,1,True,True
Harnoncourtois,Nm,Harnoncourtoise,0,1,True,True
Harolais,Nm,Harolaise,0,1,True,True
harpiste,Nm,harpiste,1,0,True,True
harponneur,Nm,harponneuse,0,0,True,True
Harponvillois,Nm,Harponvilloise,0,1,True,True
Harrévillois,Nm,Harrévilloise,0,1,True,True
Harricourtois,Nm,Harricourtoise,0,1,True,True
Harskirchois,Nm,Harskirchoise,0,1,True,True
Hartennois,Nm,Hartennoise,0,1,True,True
Harvillois,Nm,Harvilloise,0,1,True,True
Haselbourgeois,Nm,Haselbourgeoise,0,1,True,True
Hasnonais,Nm,Hasnonaise,0,1,True,True
Haspandard,Nm,Haspandarde,0,1,True,True
Hasprien,Nm,Hasprienne,0,1,True,True
Hasseltois,Nm,Hasseltoise,0,1,True,True
Hastièrois,Nm,Hastièroise,0,1,True,True
Hatrivalois,Nm,Hatrivaloise,0,1,True,True
Hatrizien,Nm,Hatrizienne,0,1,True,True
Hattenois,Nm,Hattenoise,0,1,True,True
Hattenvillais,Nm,Hattenvillaise,0,1,True,True
Hattmattois,Nm,Hattmattoise,0,1,True,True
Hattstattois,Nm,Hattstattoise,0,1,True,True
Haubourdinois,Nm,Haubourdinoise,0,1,True,True
Hauconcourtais,Nm,Hauconcourtaise,0,1,True,True
