nm	nf	epicene	proper_noun	catégorie
physiognomoniste	physiognomoniste	1.0	0.0	Nm
physionomiste	physionomiste	1.0	0.0	Nm
physiothérapeute	physiothérapeute	1.0	0.0	Nm
physique	physique	1.0	0.0	Nm
phytopathologiste	phytopathologiste	1.0	0.0	Nm
piaffeur	piaffeuse	0.0	0.0	Nm
pianiste	pianiste	1.0	0.0	Nm
pianoteur	pianoteuse	0.0	0.0	Nm
picard	picarde	0.0	0.0	Nm
piche	piche	1.0	0.0	Nm
picoleur	picoleuse	0.0	0.0	Nm
piégeur	piégeuse	0.0	0.0	Nm
piémontais	piémontaise	0.0	0.0	Nm
piéton	piétonne	0.0	0.0	Nm
pigeon	pigeonne	0.0	0.0	Nm
pignocheur	pignocheuse	0.0	0.0	Nm
pillard	pillarde	0.0	0.0	Nm
pilleur	pilleuse	0.0	0.0	Nm
pilonneur	pilonneuse	0.0	0.0	Nm
pilote	pilote	1.0	0.0	Nm
pinailleur	pinailleuse	0.0	0.0	Nm
pince-maille	pince-maille	1.0	0.0	Nm
pince-sans-rire	pince-sans-rire	1.0	0.0	Nm
pinceur	pinceuse	0.0	0.0	Nm
pindariseur	pindariseuse	0.0	0.0	Nm
piocheur	piocheuse	0.0	0.0	Nm
pion	pionne	0.0	0.0	Nm
pionnier	pionnière	0.0	0.0	Nm
pipeauteur	pipeauteuse	0.0	0.0	Nm
pipelet	pipelette	0.0	0.0	Nm
pipeur	pipeuse	0.0	0.0	Nm
piqué	piquée	0.0	0.0	Nm
pique-assiette	pique-assiette	1.0	0.0	Nm
pique-niqueur	pique-niqueuse	0.0	0.0	Nm
piqueniqueur	piqueniqueuse	0.0	0.0	Nm
piqueur	piqueuse	0.0	0.0	Nm
pirate	pirate	1.0	0.0	Nm
pisciculteur	piscicultrice	0.0	0.0	Nm
piscivore	piscivore	1.0	0.0	Nm
pisse-froid	pisse-froid	1.0	0.0	Nm
pisse-vinaigre	pisse-vinaigre	1.0	0.0	Nm
pisseur	pisseuse	0.0	0.0	Nm
pisseux	pisseuse	0.0	0.0	Nm
pisteur	pisteuse	0.0	0.0	Nm
pivoteur	pivoteuse	0.0	0.0	Nm
pizzaïolo	pizzaïola	0.0	0.0	Nm
placardeur	placardeuse	0.0	0.0	Nm
placeur	placeuse	0.0	0.0	Nm
placier	placière	0.0	0.0	Nm
placoteux	placoteuse	0.0	0.0	Nm
plagiaire	plagiaire	1.0	0.0	Nm
plagiste	plagiste	1.0	0.0	Nm
plaideur	plaideuse	0.0	0.0	Nm
plaignant	plaignante	0.0	0.0	Nm
plaignard	plaignarde	0.0	0.0	Nm
plaisancier	plaisancière	0.0	0.0	Nm
plaisantin	plaisantine	0.0	0.0	Nm
planchiste	planchiste	1.0	0.0	Nm
planétologue	planétologue	1.0	0.0	Nm
planificateur	planificatrice|planificateuse	0.0	0.0	Nm
planqué	planquée	0.0	0.0	Nm
plant	plante	0.0	0.0	Nm
planteur	planteuse	0.0	0.0	Nm
plasticien	plasticienne	0.0	0.0	Nm
plat	plate	0.0	0.0	Nm
platokaolinophile	platokaolinophile	1.0	0.0	Nm
plâtrier	plâtrière	0.0	0.0	Nm
plébéien	plébéienne	0.0	0.0	Nm
pleige	pleige	1.0	0.0	Nm
plénipotentiaire	plénipotentiaire	1.0	0.0	Nm
pleurard	pleurarde	0.0	0.0	Nm
pleureur	pleureuse	0.0	0.0	Nm
pleurnichard	pleurnicharde	0.0	0.0	Nm
pleurnicheur	pleurnicheuse	0.0	0.0	Nm
pleuveur	pleuveuse	0.0	0.0	Nm
plieur	plieuse	0.0	0.0	Nm
plombier	plombière	0.0	0.0	Nm
plongeur	plongeuse	0.0	0.0	Nm
ploutocrate	ploutocrate	1.0	0.0	Nm
plumassier	plumassière	0.0	0.0	Nm
plume	plume	1.0	0.0	Nm
plumeur	plumeuse	0.0	0.0	Nm
plutonien	plutonienne	0.0	0.0	Nm
pneumaticien	pneumaticienne	0.0	0.0	Nm
pneumologue	pneumologue	1.0	0.0	Nm
pnliste	pnliste	1.0	0.0	Nm
pochard	pocharde	0.0	0.0	Nm
pochetron	pochetronne	0.0	0.0	Nm
podagre	podagre	1.0	0.0	Nm
podiatre	podiatre	1.0	0.0	Nm
poêlier	poêlière	0.0	0.0	Nm
poète	poétesse	0.0	0.0	Nm
pogne-cul	pogne-cul	1.0	0.0	Nm
poinçonneur	poinçonneuse	0.0	0.0	Nm
pointeur	pointeuse	0.0	0.0	Nm
poissard	poissarde	0.0	0.0	Nm
Poisson	Poisson	1.0	1.0	Nm
poissonnier	poissonnière	0.0	0.0	Nm
poitevin	poitevine	0.0	0.0	Nm
poitrinaire	poitrinaire	1.0	0.0	Nm
poivrot	poivrote	0.0	0.0	Nm
polard	polarde	0.0	0.0	Nm
Poldève	Poldève	1.0	1.0	Nm
polémiste	polémiste	1.0	0.0	Nm
policier	policière	0.0	0.0	Nm
polisseur	polisseuse	0.0	0.0	Nm
polisson	polissonne	0.0	0.0	Nm
politicien	politicienne	0.0	0.0	Nm
politique	politique	1.0	0.0	Nm
politiqueur	politiqueuse	0.0	0.0	Nm
politologue	politologue	1.0	0.0	Nm
polkeur	polkeuse	0.0	0.0	Nm
pollueur	pollueuse	0.0	0.0	Nm
polonais	polonaise	0.0	0.0	Nm
polonisant	polonisante	0.0	0.0	Nm
polyamoureux	polyamoureuse	0.0	0.0	Nm
polyglotte	polyglotte	1.0	0.0	Nm
polygraphe	polygraphe	1.0	0.0	Nm
polygraphiste	polygraphiste	1.0	0.0	Nm
polymathe	polymathe	1.0	0.0	Nm
polyphoniste	polyphoniste	1.0	0.0	Nm
polytechnicien	polytechnicienne	0.0	0.0	Nm
polythéiste	polythéiste	1.0	0.0	Nm
polyvalent	polyvalente	0.0	0.0	Nm
pomiculteur	pomicultrice|pomiculteuse	0.0	0.0	Nm
pomologue	pomologue	1.0	0.0	Nm
pompéien	pompéienne	0.0	0.0	Nm
pompeur	pompeuse	0.0	0.0	Nm
pompier	pompière	0.0	0.0	Nm
pompiste	pompiste	1.0	0.0	Nm
pondeur	pondeuse	0.0	0.0	Nm
pongiste	pongiste	1.0	0.0	Nm
pont	ponte	0.0	0.0	Nm
pontier	pontière	0.0	0.0	Nm
pontifiable	pontifiable	1.0	0.0	Nm
populiculteur	populicultrice	0.0	0.0	Nm
populiste	populiste	1.0	0.0	Nm
porc	truie	0.0	0.0	Nm
porcelainier	porcelainière	0.0	0.0	Nm
porcher	porchère	0.0	0.0	Nm
pornocrate	pornocrate	1.0	0.0	Nm
portageur	portageuse	0.0	0.0	Nm
porte-bannière	porte-bannière	1.0	0.0	Nm
porte-parole	porte-parole	1.0	0.0	Nm
porteur	porteuse|porteresse	0.0	0.0	Nm
portier	portière	0.0	0.0	Nm
portionnaire	portionnaire	1.0	0.0	Nm
portugais	portugaise	0.0	0.0	Nm
poseur	poseuse	0.0	0.0	Nm
positiviste	positiviste	1.0	0.0	Nm
possédant	possédante	0.0	0.0	Nm
possédé	possédée	0.0	0.0	Nm
possesseur	possesseuse	0.0	0.0	Nm
possibiliste	possibiliste	1.0	0.0	Nm
posticheur	posticheuse	0.0	0.0	Nm
postillonneur	postillonneuse	0.0	0.0	Nm
postromantique	postromantique	1.0	0.0	Nm
postulant	postulante	0.0	0.0	Nm
potier	potière	0.0	0.0	Nm
potinier	potinière	0.0	0.0	Nm
potomane	potomane	1.0	0.0	Nm
pouffiasse	pouffiasse	1.0	0.0	Nm
pouilleux	pouilleuse	0.0	0.0	Nm
poujain	poujine	0.0	0.0	Nm
poulailler	poulaillère	0.0	0.0	Nm
pourchasseur	pourchasseuse	0.0	0.0	Nm
pourri	pourrie	0.0	0.0	Nm
pourrisseur	pourrisseuse	0.0	0.0	Nm
poursuivant	poursuivante	0.0	0.0	Nm
pourvoyeur	pourvoyeuse	0.0	0.0	Nm
pousseur	pousseuse	0.0	0.0	Nm
poussif	poussive	0.0	0.0	Nm
praticien	praticienne	0.0	0.0	Nm
pratiquant	pratiquante	0.0	0.0	Nm
préadamite	préadamite	1.0	0.0	Nm
prébendier	prébendière	0.0	0.0	Nm
précédent	précédente	0.0	0.0	Nm
précepteur	préceptrice	0.0	0.0	Nm
prêcheur	prêcheuse	0.0	0.0	Nm
précieux	précieuse	0.0	0.0	Nm
précisionniste	précisionniste	1.0	0.0	Nm
précriminel	précriminelle	0.0	0.0	Nm
prédateur	prédatrice	0.0	0.0	Nm
prédécesseur	prédécesseure|prédécesseresse|prédécesseuse	0.0	0.0	Nm
prédélictuel	prédélictuelle	0.0	0.0	Nm
prédestiné	prédestinée	0.0	0.0	Nm
prédicant	prédicante	0.0	0.0	Nm
prédicateur	prédicatrice	0.0	0.0	Nm
prédiseur	prédiseuse	0.0	0.0	Nm
préféré	préférée	0.0	0.0	Nm
préfet	préfète	0.0	0.0	Nm
préformateur	préformateuse|préformatrice	0.0	0.0	Nm
préhistorien	préhistorienne	0.0	0.0	Nm
préleveur	préleveuse	0.0	0.0	Nm
premier	première	0.0	0.0	Nm
preneur	preneuse	0.0	0.0	Nm
prénommé	prénommée	0.0	0.0	Nm
préparateur	préparatrice|préparateuse	0.0	0.0	Nm
préposé	préposée	0.0	0.0	Nm
presbyacousique	presbyacousique	1.0	0.0	Nm
presbyte	presbyte	1.0	0.0	Nm
presbytérien	presbytérienne	0.0	0.0	Nm
prescripteur	prescriptrice|prescripteuse	0.0	0.0	Nm
présent	présente	0.0	0.0	Nm
présentateur	présentatrice	0.0	0.0	Nm
préservateur	préservatrice	0.0	0.0	Nm
président	présidente	0.0	0.0	Nm
présomptueux	présomptueuse	0.0	0.0	Nm
prestataire	prestataire	1.0	0.0	Nm
prestidigitateur	prestidigitatrice	0.0	0.0	Nm
prétendant	prétendante	0.0	0.0	Nm
prétendu	prétendue	0.0	0.0	Nm
prétentiard	prétentiarde	0.0	0.0	Nm
prétentieux	prétentieuse	0.0	0.0	Nm
prêteur	prêteuse	0.0	0.0	Nm
prêtre	prêtresse	0.0	0.0	Nm
preux	preuse	0.0	0.0	Nm
prévaricateur	prévaricatrice|prévaricateuse	0.0	0.0	Nm
préventeur	préventrice	0.0	0.0	Nm
préventionnaire	préventionnaire	1.0	0.0	Nm
prieur	prieure|prieuse	0.0	0.0	Nm
primaire	primaire	1.0	0.0	Nm
primatologue	primatologue	1.0	0.0	Nm
primipare	primipare	1.0	0.0	Nm
primitif	primitive	0.0	0.0	Nm
primo-lecteur	primo-lectrice	0.0	0.0	Nm
prince	princesse	0.0	0.0	Nm
principal	principale	0.0	0.0	Nm
priseur	priseuse	0.0	0.0	Nm
prisonnier	prisonnière	0.0	0.0	Nm
privilégié	privilégiée	0.0	0.0	Nm
pro	pro	1.0	0.0	Nm
procédurier	procédurière	0.0	0.0	Nm
processionnaire	processionnaire	1.0	0.0	Nm
prochain	prochaine	0.0	0.0	Nm
proche	proche	1.0	0.0	Nm
proclamateur	proclamatrice	0.0	0.0	Nm
proconsul	proconsule	0.0	0.0	Nm
procrastinateur	procrastinatrice	0.0	0.0	Nm
procurateur	procuratrice	0.0	0.0	Nm
procureur	procureuse|procuratrice|procureure	0.0	0.0	Nm
prodigue	prodigue	1.0	0.0	Nm
producteur	productrice	0.0	0.0	Nm
profanateur	profanatrice	0.0	0.0	Nm
profane	profane	1.0	0.0	Nm
profès	professe	0.0	0.0	Nm
professeur	professeure|professeuse|professoresse	0.0	0.0	Nm
professionnel	professionnelle	0.0	0.0	Nm
profiteur	profiteuse	0.0	0.0	Nm
progéniteur	progénitrice	0.0	0.0	Nm
prognathe	prognathe	1.0	0.0	Nm
programmateur	programmatrice	0.0	0.0	Nm
programmeur	programmeuse	0.0	0.0	Nm
progressiste	progressiste	1.0	0.0	Nm
projectionniste	projectionniste	1.0	0.0	Nm
projeteur	projeteuse	0.0	0.0	Nm
promeneur	promeneuse	0.0	0.0	Nm
promoteur	promotrice	0.0	0.0	Nm
promotionnaire	promotionnaire	1.0	0.0	Nm
promu	promue	0.0	0.0	Nm
promulgateur	promulgatrice	0.0	0.0	Nm
prôneur	prôneuse	0.0	0.0	Nm
pronostiqueur	pronostiqueuse	0.0	0.0	Nm
pronucléaire	pronucléaire	1.0	0.0	Nm
propagandiste	propagandiste	1.0	0.0	Nm
propagateur	propagatrice	0.0	0.0	Nm
prophète	prophétesse	0.0	0.0	Nm
propre-à-rien	propre-à-rien	1.0	0.0	Nm
propriétaire	propriétaire	1.0	0.0	Nm
prorusse	prorusse	1.0	0.0	Nm
prosaïste	prosaïste	1.0	0.0	Nm
prosateur	prosatrice	0.0	0.0	Nm
proscripteur	proscriptrice	0.0	0.0	Nm
proscrit	proscrite	0.0	0.0	Nm
prosélyte	prosélyte	1.0	0.0	Nm
prospecteur	prospectrice	0.0	0.0	Nm
prostitué	prostituée	0.0	0.0	Nm
protecteur	protectrice	0.0	0.0	Nm
protégé	protégée	0.0	0.0	Nm
protestataire	protestataire	1.0	0.0	Nm
protuteur	protutrice	0.0	0.0	Nm
proudhonien	proudhonienne	0.0	0.0	Nm
proustologue	proustologue	1.0	0.0	Nm
Provençal	Provençale	0.0	1.0	Nm
provençal	provençale	0.0	0.0	Nm
provincial	provinciale	0.0	0.0	Nm
proviseur	proviseure	0.0	0.0	Nm
provocateur	provocatrice|provocateuse	0.0	0.0	Nm
proxénète	proxénète	1.0	0.0	Nm
prussien	prussienne	0.0	0.0	Nm
psalmiste	psalmiste	1.0	0.0	Nm
pseudothérapeute	pseudothérapeute	1.0	0.0	Nm
psychagogue	psychagogue	1.0	0.0	Nm
psychanalyste	psychanalyste	1.0	0.0	Nm
psychiatre	psychiatre	1.0	0.0	Nm
psycholinguiste	psycholinguiste	1.0	0.0	Nm
psychologiste	psychologiste	1.0	0.0	Nm
psychopathe	psychopathe	1.0	0.0	Nm
psychophysicien	psychophysicienne	0.0	0.0	Nm
psychothérapeute	psychothérapeute	1.0	0.0	Nm
psychotique	psychotique	1.0	0.0	Nm
publicain	publicaine	0.0	0.0	Nm
publicitaire	publicitaire	1.0	0.0	Nm
publieur	publieuse	0.0	0.0	Nm
publiphile	publiphile	1.0	0.0	Nm
puceau	pucelle	0.0	0.0	Nm
puériculteur	puéricultrice	0.0	0.0	Nm
puiné	puinée	0.0	0.0	Nm
puîné	puînée	0.0	0.0	Nm
puisatier	puisatière	0.0	0.0	Nm
puiseur	puiseuse	0.0	0.0	Nm
pulmonique	pulmonique	1.0	0.0	Nm
punais	punaise	0.0	0.0	Nm
punisseur	punisseuse	0.0	0.0	Nm
pupille	pupille	1.0	0.0	Nm
pur	pure	0.0	0.0	Nm
purificateur	purificatrice|purificateuse	0.0	0.0	Nm
puriste	puriste	1.0	0.0	Nm
puritain	puritaine	0.0	0.0	Nm
Putéolien	Putéolienne	0.0	1.0	Nm
puxidiphtéraniepcéophile	puxidiphtéraniepcéophile	1.0	0.0	Nm
pyrénéen	pyrénéenne	0.0	0.0	Nm
pyrénéiste	pyrénéiste	1.0	0.0	Nm
pyrétologiste	pyrétologiste	1.0	0.0	Nm
pyromancien	pyromancienne	0.0	0.0	Nm
pyromane	pyromane	1.0	0.0	Nm
pyrrhonien	pyrrhonienne	0.0	0.0	Nm
quadragénaire	quadragénaire	1.0	0.0	Nm
quaker	quakeresse	0.0	0.0	Nm
qualiticien	qualiticienne	0.0	0.0	Nm
quarante-huitard	quarante-huitarde	0.0	0.0	Nm
quarantenaire	quarantenaire	1.0	0.0	Nm
quart	quarte	0.0	0.0	Nm
quart-de-finaliste	quart-de-finaliste	1.0	0.0	Nm
Québécois	Québécoise	0.0	1.0	Nm
québécois	québécoise	0.0	0.0	Nm
quémandeur	quémandeuse	0.0	0.0	Nm
quercinois	quercinoise	0.0	0.0	Nm
querelleur	querelleuse	0.0	0.0	Nm
querelleux	querelleuse	0.0	0.0	Nm
quérulent	quérulente	0.0	0.0	Nm
questionneur	questionneuse	0.0	0.0	Nm
quétaine	quétaine	1.0	0.0	Nm
quêteur	quêteuse	0.0	0.0	Nm
quêteux	quêteuse	0.0	0.0	Nm
quiétiste	quiétiste	1.0	0.0	Nm
quincaillier	quincaillière	0.0	0.0	Nm
quinquagénaire	quinquagénaire	1.0	0.0	Nm
Quinsacois	Quinsacoise	0.0	1.0	Nm
rabâcheur	rabâcheuse	0.0	0.0	Nm
rabaisseur	rabaisseuse	0.0	0.0	Nm
Rabastinois	Rabastinoise	0.0	1.0	Nm
rabat-joie	rabat-joie	1.0	0.0	Nm
rabatteur	rabatteuse	0.0	0.0	Nm
rabbin	rabbine	0.0	0.0	Nm
rabelaisien	rabelaisienne	0.0	0.0	Nm
raboteur	raboteuse	0.0	0.0	Nm
rabouilleur	rabouilleuse	0.0	0.0	Nm
rabroueur	rabroueuse	0.0	0.0	Nm
raccommodeur	raccommodeuse	0.0	0.0	Nm
raccoutreur	raccoutreuse	0.0	0.0	Nm
raccrocheur	raccrocheuse	0.0	0.0	Nm
racheteur	racheteuse	0.0	0.0	Nm
raciste	raciste	1.0	0.0	Nm
racistophobe	racistophobe	1.0	0.0	Nm
racleur	racleuse	0.0	0.0	Nm
racoleur	racoleuse	0.0	0.0	Nm
raconteur	raconteuse	0.0	0.0	Nm
radical	radicale	0.0	0.0	Nm
radical-socialiste	radicale-socialiste	0.0	0.0	Nm
radiesthésiste	radiesthésiste	1.0	0.0	Nm
radin	radine	0.0	0.0	Nm
radioamateur	radioamatrice	0.0	0.0	Nm
radioastronome	radioastronome	1.0	0.0	Nm
radiologue	radiologue	1.0	0.0	Nm
radiotélégraphiste	radiotélégraphiste	1.0	0.0	Nm
radiotéléphoniste	radiotéléphoniste	1.0	0.0	Nm
radiothérapeute	radiothérapeute	1.0	0.0	Nm
radoteur	radoteuse	0.0	0.0	Nm
raffineur	raffineuse	0.0	0.0	Nm
rafistoleur	rafistoleuse	0.0	0.0	Nm
rafleur	rafleuse	0.0	0.0	Nm
rageur	rageuse	0.0	0.0	Nm
ragot	ragote	0.0	0.0	Nm
railleur	railleuse	0.0	0.0	Nm
raisonneur	raisonneuse	0.0	0.0	Nm
rajeunisseur	rajeunisseuse	0.0	0.0	Nm
râleur	râleuse	0.0	0.0	Nm
ramasseur	ramasseuse	0.0	0.0	Nm
rambineur	rambineuse	0.0	0.0	Nm
ramenard	ramenarde	0.0	0.0	Nm
ramendeur	ramendeuse	0.0	0.0	Nm
rameneur	rameneuse	0.0	0.0	Nm
Rameruptien	Rameruptienne	0.0	1.0	Nm
rameur	rameuse	0.0	0.0	Nm
ramollo	ramollo	1.0	0.0	Nm
ramoneur	ramoneuse	0.0	0.0	Nm
rançonneur	rançonneuse	0.0	0.0	Nm
randonneur	randonneuse	0.0	0.0	Nm
rangeur	rangeuse	0.0	0.0	Nm
rapetasseur	rapetasseuse	0.0	0.0	Nm
rapiat	rapiate	0.0	0.0	Nm
rapineur	rapineuse	0.0	0.0	Nm
rappeur	rappeuse	0.0	0.0	Nm
rapporteur	rapporteuse|rapportrice	0.0	0.0	Nm
rapsodiste	rapsodiste	1.0	0.0	Nm
raquetteur	raquetteuse	0.0	0.0	Nm
raquettiste	raquettiste	1.0	0.0	Nm
raseteur	raseteuse	0.0	0.0	Nm
raseur	raseuse	0.0	0.0	Nm
rassembleur	rassembleuse	0.0	0.0	Nm
rastaquouère	rastaquouère	1.0	0.0	Nm
rat	rate	0.0	0.0	Nm
raté	ratée	0.0	0.0	Nm
râteleur	râteleuse	0.0	0.0	Nm
ratiocinateur	ratiocinatrice	0.0	0.0	Nm
rationaliste	rationaliste	1.0	0.0	Nm
rationnaire	rationnaire	1.0	0.0	Nm
ratisseur	ratisseuse	0.0	0.0	Nm
ratoureux	ratoureuse	0.0	0.0	Nm
rattachiste	rattachiste	1.0	0.0	Nm
ravageur	ravageuse	0.0	0.0	Nm
ravaudeur	ravaudeuse	0.0	0.0	Nm
ravisseur	ravisseuse	0.0	0.0	Nm
ravitailleur	ravitailleuse	0.0	0.0	Nm
réadhérent	réadhérente	0.0	0.0	Nm
réalisateur	réalisatrice	0.0	0.0	Nm
réanimateur	réanimatrice	0.0	0.0	Nm
réapprovisionneur	réapprovisionneuse	0.0	0.0	Nm
rebelle	rebelle	1.0	0.0	Nm
reboiseur	reboiseuse	0.0	0.0	Nm
rebouteur	rebouteuse	0.0	0.0	Nm
récalcitrant	récalcitrante	0.0	0.0	Nm
receleur	receleuse	0.0	0.0	Nm
recenseur	recenseuse	0.0	0.0	Nm
récepteur	réceptrice	0.0	0.0	Nm
réceptionniste	réceptionniste	1.0	0.0	Nm
receveur	receveuse	0.0	0.0	Nm
réchappé	réchappée	0.0	0.0	Nm
réchauffiste	réchauffiste	1.0	0.0	Nm
recherchiste	recherchiste	1.0	0.0	Nm
récidiviste	récidiviste	1.0	0.0	Nm
récipiendaire	récipiendaire	1.0	0.0	Nm
récitant	récitante	0.0	0.0	Nm
récitateur	récitatrice	0.0	0.0	Nm
réclamant	réclamante	0.0	0.0	Nm
réclamier	réclamière	0.0	0.0	Nm
reclus	recluse	0.0	0.0	Nm
réclusionnaire	réclusionnaire	1.0	0.0	Nm
récoltant	récoltante	0.0	0.0	Nm
recommandataire	recommandataire	1.0	0.0	Nm
recommençant	recommençante	0.0	0.0	Nm
recommenceur	recommenceuse	0.0	0.0	Nm
réconciliateur	réconciliatrice|réconciliateuse	0.0	0.0	Nm
reconstructeur	reconstructrice	0.0	0.0	Nm
recordman	recordwoman	0.0	0.0	Nm
recru	recrue	0.0	0.0	Nm
recruteur	recruteuse	0.0	0.0	Nm
recteur	rectrice|recteuse	0.0	0.0	Nm
rectificateur	rectificatrice	0.0	0.0	Nm
récupérateur	récupératrice	0.0	0.0	Nm
recycleur	recycleuse	0.0	0.0	Nm
rédacteur	rédactrice	0.0	0.0	Nm
rédempteur	rédemptrice	0.0	0.0	Nm
redevable	redevable	1.0	0.0	Nm
rediseur	rediseuse	0.0	0.0	Nm
rééducateur	rééducatrice	0.0	0.0	Nm
rééligible	rééligible	1.0	0.0	Nm
refaiseur	refaiseuse	0.0	0.0	Nm
référent	référente	0.0	0.0	Nm
réfléchisseur	réfléchisseuse	0.0	0.0	Nm
réformateur	réformatrice|réformateuse	0.0	0.0	Nm
réformé	réformée	0.0	0.0	Nm
réformiste	réformiste	1.0	0.0	Nm
réfugié	réfugiée	0.0	0.0	Nm
regardeur	regardeuse	0.0	0.0	Nm
régatier	régatière	0.0	0.0	Nm
régénérateur	régénératrice|régénérateuse	0.0	0.0	Nm
régent	régente	0.0	0.0	Nm
régicide	régicide	1.0	0.0	Nm
régionaliste	régionaliste	1.0	0.0	Nm
régisseur	régisseuse	0.0	0.0	Nm
registraire	registraire	1.0	0.0	Nm
réglementariste	réglementariste	1.0	0.0	Nm
régleur	régleuse	0.0	0.0	Nm
regrattier	regrattière	0.0	0.0	Nm
regretteur	regretteuse	0.0	0.0	Nm
régulateur	régulatrice	0.0	0.0	Nm
régulier	régulière	0.0	0.0	Nm
relativiste	relativiste	1.0	0.0	Nm
relayeur	relayeuse	0.0	0.0	Nm
relieur	relieuse	0.0	0.0	Nm
religieux	religieuse	0.0	0.0	Nm
religioniste	religioniste	1.0	0.0	Nm
religionnaire	religionnaire	1.0	0.0	Nm
reliquataire	reliquataire	1.0	0.0	Nm
remanieur	remanieuse	0.0	0.0	Nm
remixeur	remixeuse	0.0	0.0	Nm
remmailleur	remmailleuse	0.0	0.0	Nm
remonteur	remonteuse	0.0	0.0	Nm
rémouleur	rémouleuse	0.0	0.0	Nm
rempailleur	rempailleuse	0.0	0.0	Nm
remplaçant	remplaçante	0.0	0.0	Nm
remplisseur	remplisseuse	0.0	0.0	Nm
remueur	remueuse	0.0	0.0	Nm
renard	renarde	0.0	0.0	Nm
renaudeur	renaudeuse	0.0	0.0	Nm
renchérisseur	renchérisseuse	0.0	0.0	Nm
rendant	rendante	0.0	0.0	Nm
rendeur	rendeuse	0.0	0.0	Nm
renégat	renégate	0.0	0.0	Nm
renieur	renieuse	0.0	0.0	Nm
renifleur	renifleuse	0.0	0.0	Nm
renonciataire	renonciataire	1.0	0.0	Nm
renonciateur	renonciatrice	0.0	0.0	Nm
rénovateur	rénovatrice|rénovateuse	0.0	0.0	Nm
rentier	rentière	0.0	0.0	Nm
rentrayeur	rentrayeuse	0.0	0.0	Nm
renverseur	renverseuse	0.0	0.0	Nm
renvoyeur	renvoyeuse	0.0	0.0	Nm
réorganisateur	réorganisatrice	0.0	0.0	Nm
réparateur	réparatrice|réparateuse	0.0	0.0	Nm
répartiteur	répartitrice	0.0	0.0	Nm
repasseur	repasseuse	0.0	0.0	Nm
repenti	repentie	0.0	0.0	Nm
repéreur	repéreuse	0.0	0.0	Nm
répétiteur	répétitrice|répétiteuse	0.0	0.0	Nm
repiqueur	repiqueuse	0.0	0.0	Nm
répondant	répondante	0.0	0.0	Nm
répondeur	répondeuse	0.0	0.0	Nm
reposteur	reposteuse	0.0	0.0	Nm
repreneur	repreneuse	0.0	0.0	Nm
représentant	représentante	0.0	0.0	Nm
repris	reprise	0.0	0.0	Nm
reproducteur	reproductrice	0.0	0.0	Nm
repu	repue	0.0	0.0	Nm
républicain	républicaine	0.0	0.0	Nm
rescapé	rescapée	0.0	0.0	Nm
réservataire	réservataire	1.0	0.0	Nm
résident	résidente	0.0	0.0	Nm
résignataire	résignataire	1.0	0.0	Nm
résigné	résignée	0.0	0.0	Nm
résistant	résistante	0.0	0.0	Nm
résolu	résolue	0.0	0.0	Nm
responsable	responsable	1.0	0.0	Nm
resquilleur	resquilleuse	0.0	0.0	Nm
ressasseur	ressasseuse	0.0	0.0	Nm
ressemeleur	ressemeleuse	0.0	0.0	Nm
ressortissant	ressortissante	0.0	0.0	Nm
restaurateur	restauratrice	0.0	0.0	Nm
résurrectionniste	résurrectionniste	1.0	0.0	Nm
retapeur	retapeuse	0.0	0.0	Nm
retardataire	retardataire	1.0	0.0	Nm
rétenteur	rétentrice	0.0	0.0	Nm
retors	retorse	0.0	0.0	Nm
retoucheur	retoucheuse	0.0	0.0	Nm
retourneur	retourneuse	0.0	0.0	Nm
retraité	retraitée	0.0	0.0	Nm
rétrocessionnaire	rétrocessionnaire	1.0	0.0	Nm
rétrograde	rétrograde	1.0	0.0	Nm
réunificateur	réunificatrice	0.0	0.0	Nm
réunisseur	réunisseuse	0.0	0.0	Nm
revancheur	revancheuse	0.0	0.0	Nm
revanchiste	revanchiste	1.0	0.0	Nm
réveilleur	réveilleuse	0.0	0.0	Nm
réveillonneur	réveillonneuse	0.0	0.0	Nm
révélateur	révélatrice|révélateuse	0.0	0.0	Nm
revendeur	revendeuse	0.0	0.0	Nm
revendicateur	revendicatrice	0.0	0.0	Nm
revenu	revenue	0.0	0.0	Nm
rêveur	rêveuse	0.0	0.0	Nm
réviseur	réviseuse|réviseure	0.0	0.0	Nm
révisionniste	révisionniste	1.0	0.0	Nm
révolté	révoltée	0.0	0.0	Nm
révolutionnaire	révolutionnaire	1.0	0.0	Nm
rhénan	rhénane	0.0	0.0	Nm
rhétoricien	rhétoricienne	0.0	0.0	Nm
rhinocéros	rhinocérosse	0.0	0.0	Nm
rhinotillexomane	rhinotillexomane	1.0	0.0	Nm
rhodien	rhodienne	0.0	0.0	Nm
rhumatologue	rhumatologue	1.0	0.0	Nm
ribaud	ribaude	0.0	0.0	Nm
riboteur	riboteuse	0.0	0.0	Nm
ricaneur	ricaneuse	0.0	0.0	Nm
richard	richarde	0.0	0.0	Nm
riche	riche	1.0	0.0	Nm
ridicule	ridicule	1.0	0.0	Nm
rieur	rieuse	0.0	0.0	Nm
rigolard	rigolarde	0.0	0.0	Nm
rigolo	rigoloe	0.0	0.0	Nm
rigoriste	rigoriste	1.0	0.0	Nm
rinceur	rinceuse	0.0	0.0	Nm
ringard	ringarde	0.0	0.0	Nm
riniste	riniste	1.0	0.0	Nm
